Interest_Rate,Delay_from_due_date,Payment_of_Min_Amount,Outstanding_Debt,Num_Credit_Inquiries,Num_of_Delayed_Payment,Num_of_Loan,Credit_Utilization_Ratio, Num_Bank_Accounts,Num_Credit_Card,Credit_Mix,Credit_History_Age,Credit_Score
22,53,Yes,1931.12,8,15,5,34.19303233,6,4,Standard,8,Poor
22,52,Yes,1931.12,8,15,5,28.27829223,6,9,Bad,13.66666667,Poor
22,52,Yes,1931.12,8,15,5,37.74440677,6,8,Bad,11.08333333,Poor
22,57,Yes,1931.12,8,15,5,36.25690694,6,4,Standard,11.41666667,Poor
30,55,Yes,1931.25,8,24,0,22.98382157,8,7,Good,16.25,Poor
30,51,Yes,1931.25,9,24,7,26.24893482,8,4,Standard,22,Poor
30,52,Yes,1931.25,9,23,7,39.9575454,8,3,Standard,14.75,Poor
30,51,NM,1931.25,9,22,7,30.11389775,8,5,Standard,31.41666667,Standard
30,47,Yes,1931.25,9,21,7,24.30216398,8,1,Good,28.25,Poor
30,51,Yes,1931.25,9,24,7,30.93455605,8,2,Good,19.41666667,Poor
30,51,NM,1931.25,9,24,9,29.67734425,8,6,Good,0,Poor
30,55,Yes,1931.25,9,24,7,40.05274435,8,5,Standard,33,Poor
23,20,Yes,1931.66,4,20,2,24.89373355,6,9,Bad,7.666666667,Poor
23,20,Yes,1931.66,4,17,2,36.28171395,6,10,Bad,8.25,Poor
23,20,Yes,1931.66,4,0,2,24.35309603,6,8,Bad,4.833333333,Poor
23,20,Yes,1931.66,4,20,2,33.24620064,6,8,Bad,4.25,Poor
23,20,Yes,1931.66,7,19,2,28.70383494,6,8,Standard,0,Poor
23,20,Yes,1931.66,7,20,2,39.91164488,6,9,Standard,6.75,Poor
23,18,Yes,1931.66,7,17,2,29.36651819,6,7,Standard,10.5,Poor
23,20,Yes,1931.66,7,20,2,29.56464701,6,8,Bad,6.833333333,Poor
16,18,Yes,1932.49,6,19,6,28.76146965,7,6,Bad,6.666666667,Poor
16,18,Yes,1932.49,6,19,6,35.16435674,7,6,Bad,0,Poor
16,18,Yes,1932.49,8,19,6,29.30382068,7,5,Bad,15.58333333,Standard
16,18,Yes,1932.49,8,17,6,33.17185201,7,9,Bad,5.75,Poor
16,13,Yes,1932.49,8,19,6,25.15185484,7,6,Standard,9.666666667,Poor
16,18,Yes,1932.49,8,21,6,31.06646641,7,6,Bad,1.5,Poor
16,18,NM,1932.49,8,19,6,27.17687659,7,7,Bad,5.666666667,Poor
16,18,Yes,1932.49,8,19,6,32.06335151,7,7,Bad,0,Poor
12,28,Yes,1933.38,8,13,6,31.38948066,6,4,Good,17,Standard
12,28,Yes,1933.38,11,13,6,25.64032154,6,6,Good,18.16666667,Standard
12,28,Yes,1933.38,11,11,6,35.12830687,6,5,Good,27,Standard
12,28,Yes,1933.38,11,13,6,24.10336333,6,3,Good,19.66666667,Poor
12,28,Yes,1933.38,11,13,6,30.5185566,6,5,Good,26.41666667,Poor
12,24,Yes,1933.38,11,13,6,39.0690443,6,5,Standard,31.25,Standard
12,28,Yes,1933.38,11,15,6,38.99137636,6,4,Standard,25.08333333,Standard
18,23,Yes,1933.58,7,14,0,24.73076413,6,3,Good,24.5,Poor
18,21,Yes,1933.58,7,12,6,28.00677422,6,11,Standard,28.41666667,Poor
18,20,Yes,1933.58,7,12,6,32.07590779,6,5,Good,19.75,Standard
18,18,Yes,1933.58,7,12,6,25.76166726,6,3,Good,23.83333333,Standard
18,18,Yes,1933.58,7,12,6,28.37547628,6,3,Standard,16.08333333,Standard
18,20,Yes,1933.58,7,12,6,31.00345964,6,3,Standard,19.5,Standard
18,20,Yes,1933.58,7,12,6,32.36948258,6,3,Good,31.75,Standard
29,55,Yes,1933.63,6,23,7,35.75572599,9,7,Standard,5.416666667,Standard
29,55,Yes,1933.63,6,25,7,30.78248807,9,3,Standard,9.083333333,Poor
29,55,Yes,1933.63,6,20,7,26.11331065,9,3,Standard,20.16666667,Standard
29,50,Yes,1933.63,6,23,7,30.71392294,9,8,Bad,5.916666667,Poor
29,56,Yes,1933.63,6,23,7,39.57262328,9,10,Bad,9.416666667,Poor
29,55,Yes,1933.63,6,20,7,30.25425446,9,5,Bad,18.83333333,Standard
29,55,Yes,1933.63,6,24,7,28.92901195,9,7,Bad,6.166666667,Poor
15,30,Yes,1933.79,12,13,4,33.59377205,4,3,Good,32.41666667,Poor
15,25,Yes,1933.79,12,13,4,37.63195079,4,6,Good,0,Poor
15,30,Yes,1933.79,12,13,4,32.7479063,4,1,Good,29,Poor
15,30,Yes,1933.79,12,13,4,39.9888246,4,3,Standard,16.83333333,Poor
15,34,Yes,1933.79,12,13,4,29.18190361,4,3,Standard,19,Poor
15,30,Yes,1933.79,12,13,4,34.50053203,4,3,Standard,22.41666667,Poor
15,30,Yes,1933.79,12,13,4,31.16345256,4,4,Good,17.58333333,Poor
15,30,NM,1933.79,12,15,4,38.33086971,4,3,Good,19.58333333,Poor
27,15,NM,1933.9,10,14,4,33.91520553,6,6,Standard,29.58333333,Poor
27,15,Yes,1933.9,10,14,4,32.85459353,6,5,Bad,8.25,Standard
27,16,Yes,1933.9,10,0,4,27.06702689,10,3,Standard,24,Standard
27,15,Yes,1933.9,10,17,4,28.4584913,6,7,Standard,30.5,Poor
27,15,NM,1933.9,10,14,4,24.78486454,6,3,Standard,18.5,Poor
27,15,Yes,1933.9,10,14,4,30.88597703,6,7,Bad,0,Poor
20,23,Yes,1933.98,8,0,4,30.12549623,6,3,Standard,28.16666667,Poor
20,23,Yes,1933.98,8,21,4,32.12006008,6,6,Bad,7.666666667,Poor
20,23,Yes,1933.98,8,24,4,28.83523207,6,5,Good,21.83333333,Poor
20,23,Yes,1933.98,8,23,4,32.2174384,6,4,Standard,29.66666667,Poor
20,23,Yes,1933.98,8,20,4,30.88104421,6,6,Standard,0,Poor
20,23,Yes,1933.98,8,23,4,40.91933106,6,3,Standard,31.25,Poor
20,23,Yes,1933.98,8,0,4,29.0881757,6,9,Bad,0,Poor
20,20,Yes,1933.98,8,23,4,24.02645205,6,6,Good,16.33333333,Poor
15,16,Yes,1934.42,10,11,2,32.2245866,5,5,Standard,30.58333333,Poor
15,20,Yes,1934.42,10,11,2,24.57297571,10,5,Standard,24.58333333,Poor
15,12,Yes,1934.42,10,11,2,24.32823479,5,3,Standard,16.75,Poor
15,15,Yes,1934.42,10,11,2,35.86214609,5,3,Good,31.75,Poor
15,15,Yes,1934.42,10,11,2,29.5454162,5,3,Good,10.66666667,Poor
15,15,Yes,1934.42,10,11,2,34.28741678,5,5,Standard,15.33333333,Poor
29,24,NM,1934.61,8,17,4,27.73111496,7,8,Standard,19,Poor
29,24,Yes,1934.61,8,16,4,23.04715016,7,10,Bad,5.916666667,Poor
29,24,Yes,1934.61,8,17,4,30.02506717,7,5,Standard,9.583333333,Poor
29,24,Yes,1934.61,8,17,4,38.85703615,7,9,Bad,9.916666667,Poor
29,24,Yes,1934.61,8,17,4,33.16294821,7,8,Bad,0,Poor
29,24,Yes,1934.61,8,17,4,31.75306726,7,8,Standard,15.5,Poor
29,26,Yes,1934.61,8,17,4,23.35405805,7,5,Bad,0.75,Poor
29,24,Yes,1934.61,8,17,4,40.98788182,7,10,Bad,3.166666667,Poor
32,40,Yes,1935.65,11,20,6,35.66994869,9,10,Standard,0,Poor
32,35,NM,1935.65,11,0,6,39.53965584,9,4,Standard,28.25,Poor
32,38,Yes,1935.65,11,21,6,37.11326586,9,7,Standard,21.83333333,Poor
32,38,Yes,1935.65,11,21,6,24.71011536,9,4,Standard,24.91666667,Standard
32,38,Yes,1935.65,11,0,6,34.98403194,9,5,Standard,17,Poor
32,33,Yes,1935.65,11,21,6,38.92016989,9,3,Standard,32.25,Poor
32,38,Yes,1935.65,11,21,6,34.09602621,9,6,Bad,4.083333333,Poor
22,24,Yes,1935.68,12,15,6,31.01357529,7,4,Standard,17.91666667,Poor
22,24,Yes,1935.68,12,12,6,36.08522988,7,5,Good,17.91666667,Poor
22,24,Yes,1935.68,15,15,6,35.21099831,7,6,Good,24.08333333,Poor
22,24,Yes,1935.68,15,0,6,35.72956369,7,3,Standard,18.25,Poor
22,24,Yes,1935.68,15,15,6,31.60978602,7,6,Standard,17.25,Standard
22,21,Yes,1935.68,15,15,6,24.07329017,7,6,Standard,16.25,Poor
22,26,Yes,1935.68,15,18,6,30.31634362,7,7,Bad,12.41666667,Poor
21,13,Yes,1935.7,8,20,5,35.60394396,3,10,Bad,10,Poor
21,13,Yes,1935.7,8,17,5,24.6526971,3,8,Bad,5,Poor
21,13,Yes,1935.7,8,20,5,36.50037977,3,5,Bad,6.166666667,Poor
21,13,Yes,1935.7,8,20,5,24.30860687,3,6,Standard,7.333333333,Poor
21,13,Yes,1935.7,8,0,5,34.04859985,3,8,Bad,9,Standard
21,13,Yes,1935.7,12,20,5,41.08505092,3,9,Bad,9.5,Poor
21,13,Yes,1935.7,12,20,0,33.40909441,3,5,Bad,11.16666667,Poor
21,13,NM,1935.7,12,21,5,35.91335981,3,10,Bad,13.5,Poor
34,28,Yes,1936.41,9,24,3,30.74162248,6,5,Good,16,Poor
34,33,Yes,1936.41,9,25,3,25.19922346,6,3,Good,21.41666667,Poor
34,31,Yes,1936.41,13,25,3,31.01891376,6,6,Standard,32.5,Poor
34,33,Yes,1936.41,13,25,3,34.56930689,6,5,Standard,17.66666667,Poor
34,33,Yes,1936.41,13,23,3,28.67903769,6,6,Standard,27.25,Standard
31,62,Yes,1936.79,8,22,3,30.0899524,8,5,Standard,16.33333333,Standard
31,62,Yes,1936.79,8,20,3,24.03858303,8,5,Bad,14.41666667,Standard
31,62,Yes,1936.79,11,21,3,37.58178658,8,6,Bad,15.5,Poor
31,62,Yes,1936.79,11,18,3,30.25268542,8,9,Bad,3.416666667,Standard
31,67,Yes,1936.79,11,21,3,32.15961047,8,5,Bad,13,Poor
31,59,Yes,1936.79,11,23,3,23.1789381,8,6,Standard,17.83333333,Poor
31,62,Yes,1936.79,11,21,3,32.94553479,8,7,Standard,19.08333333,Poor
30,36,Yes,1937.91,7,22,6,24.15304157,10,5,Standard,20.33333333,Poor
30,36,Yes,1937.91,0,22,6,33.7069481,10,5,Standard,30.16666667,Standard
30,36,Yes,1937.91,7,22,6,31.45291906,10,4,Good,0,Poor
30,36,Yes,1937.91,7,24,6,24.61578219,10,5,Good,16.16666667,Poor
30,36,Yes,1937.91,7,22,6,26.85741469,10,6,Good,28.58333333,Poor
30,36,Yes,1937.91,11,22,6,32.60768292,10,4,Standard,9.333333333,Standard
30,38,Yes,1937.91,11,20,6,29.64093269,10,6,Good,32.08333333,Standard
30,36,Yes,1937.91,11,21,6,22.54528864,10,7,Standard,22.16666667,Poor
5,28,Yes,1938.11,8,12,6,34.28711706,7,10,Bad,9.416666667,Standard
5,28,Yes,1938.11,0,12,6,35.90954126,7,5,Standard,0,Poor
5,28,Yes,1938.11,8,12,6,31.60834629,7,8,Bad,15.83333333,Poor
5,28,Yes,1938.11,8,15,6,28.31080544,7,10,Bad,8.416666667,Poor
5,28,Yes,1938.11,8,12,6,27.87838722,7,10,Bad,15.08333333,Standard
5,28,Yes,1938.11,8,11,6,35.21559095,7,6,Bad,10.41666667,Poor
5,28,Yes,1938.11,8,12,6,39.83758948,7,5,Bad,12.91666667,Standard
5,28,Yes,1938.11,8,15,6,37.45853091,7,5,Bad,11.33333333,Poor
29,21,Yes,1938.26,8,11,3,37.32702414,8,7,Standard,32.25,Poor
29,21,Yes,1938.26,8,10,3,25.24436951,8,5,Good,21.83333333,Poor
29,21,NM,1938.26,8,11,3,27.20737695,8,2,Good,25.83333333,Poor
29,23,Yes,1938.26,8,14,3,27.30248666,8,7,Standard,23.16666667,Poor
29,16,Yes,1938.26,8,11,3,26.78067394,8,7,Good,15.75,Poor
29,21,Yes,1938.26,8,11,3,40.16742397,8,3,Good,31.75,Poor
29,21,Yes,1938.26,8,11,3,38.37092023,8,5,Good,15.75,Poor
29,18,Yes,1938.26,8,8,3,29.15798682,8,6,Good,16.41666667,Poor
16,18,Yes,1940.49,7,0,7,40.66994227,4,5,Standard,22,Poor
16,18,Yes,1940.49,7,19,7,24.91101428,4,3,Good,26.25,Poor
16,18,Yes,1940.49,7,22,7,27.48701389,4,5,Standard,33,Poor
16,15,Yes,1940.49,10,21,7,27.5700515,4,5,Good,32.66666667,Poor
16,18,Yes,1940.49,10,19,7,33.46060268,4,4,Good,20.25,Poor
16,17,Yes,1940.49,10,19,7,27.35193337,4,6,Standard,20.16666667,Standard
16,18,Yes,1940.49,10,19,7,38.95292957,4,4,Good,0,Standard
16,18,Yes,1940.49,10,21,7,31.39505504,4,3,Good,31.33333333,Poor
25,26,Yes,1941.54,12,17,9,27.71228168,8,5,Standard,24,Poor
25,28,Yes,1941.54,12,0,9,29.06278075,8,3,Good,32.41666667,Standard
25,28,Yes,1941.54,12,16,9,38.28976978,8,6,Standard,19,Poor
25,28,Yes,1941.54,12,17,9,24.10557007,8,3,Standard,31,Poor
25,28,NM,1941.54,12,17,9,31.80124201,8,6,Standard,14.33333333,Standard
25,28,Yes,1941.54,12,0,9,30.3952775,8,6,Good,20.25,Poor
25,28,Yes,1941.54,13,16,0,23.90392036,8,5,Good,25.58333333,Poor
9,24,Yes,1941.65,0,20,0,33.34956297,7,3,Good,18.16666667,Poor
9,24,Yes,1941.65,5,20,0,35.25256926,7,4,Good,31.25,Poor
9,21,Yes,1941.65,5,20,2,27.23555962,7,5,Good,27.25,Standard
9,29,Yes,1941.65,10,0,2,23.45089609,7,6,Good,32.66666667,Poor
9,24,Yes,1941.65,10,20,2,32.25603912,7,7,Good,17.41666667,Poor
9,24,Yes,1941.65,10,20,2,31.95658156,7,3,Good,32.41666667,Poor
9,24,NM,1941.65,10,20,2,29.99422815,7,7,Good,17.66666667,Standard
22,48,Yes,1941.73,0,10,2,37.50111072,9,8,Bad,12.75,Poor
22,48,Yes,1941.73,8,12,2,34.71219304,9,6,Bad,4.25,Poor
22,48,Yes,1941.73,8,12,2,32.19049704,9,5,Bad,11.08333333,Poor
22,48,Yes,1941.73,8,13,2,33.72560321,9,6,Standard,10.83333333,Poor
22,48,Yes,1941.73,8,0,2,38.75526964,9,11,Bad,19.66666667,Poor
22,48,Yes,1941.73,8,12,2,27.19748372,9,6,Standard,8.416666667,Poor
22,48,Yes,1941.73,8,11,2,23.92441415,9,6,Bad,11.5,Poor
27,41,Yes,1941.84,11,0,4,27.01010668,8,7,Good,33.41666667,Poor
27,39,Yes,1941.84,11,18,4,31.34072679,8,1,Good,27.83333333,Poor
27,37,Yes,1941.84,11,18,4,26.34641791,8,7,Good,26.41666667,Poor
27,38,Yes,1941.84,11,18,4,26.78309972,8,1,Good,32.08333333,Poor
27,41,Yes,1941.84,11,18,4,36.79506273,8,5,Standard,0,Poor
27,41,Yes,1941.84,11,21,4,26.01366555,8,4,Standard,23.33333333,Poor
27,41,Yes,1941.84,11,18,4,25.21487588,8,5,Standard,5.416666667,Poor
27,41,Yes,1941.84,11,18,4,31.38624454,8,7,Standard,17.33333333,Poor
15,56,Yes,1941.93,10,15,7,40.60343071,8,7,Standard,26.08333333,Poor
15,59,Yes,1941.93,10,15,7,30.59714271,8,5,Standard,9.833333333,Poor
15,56,Yes,1941.93,10,17,7,22.77621051,8,6,Bad,0.833333333,Poor
15,56,NM,1941.93,10,15,7,28.76243683,8,4,Standard,21.33333333,Poor
15,56,Yes,1941.93,10,15,7,28.89136205,8,5,Standard,24.5,Standard
15,57,Yes,1941.93,10,15,7,29.0677906,8,4,Standard,13,Poor
15,56,Yes,1941.93,10,15,7,27.8336132,8,7,Bad,9.416666667,Poor
15,56,Yes,1941.93,10,14,0,32.62521009,8,5,Bad,6.666666667,Standard
26,7,Yes,1941.95,8,8,3,31.59406006,8,5,Bad,10,Poor
26,7,Yes,1941.95,8,10,3,34.01358628,10,6,Bad,1.666666667,Standard
26,12,NM,1941.95,8,8,3,29.80785629,8,10,Bad,13.91666667,Poor
26,12,Yes,1941.95,13,9,3,32.32949192,8,8,Standard,7.916666667,Poor
26,7,Yes,1941.95,13,8,3,26.11755266,8,7,Bad,5.333333333,Poor
26,7,NM,1941.95,13,8,3,34.06849888,8,3,Standard,15.16666667,Poor
26,7,Yes,1941.95,13,6,3,34.05393901,8,8,Bad,6.583333333,Poor
28,46,Yes,1941.98,6,8,6,28.32754183,6,3,Standard,0,Poor
28,41,Yes,1941.98,11,7,6,38.65980284,6,5,Standard,10.25,Poor
28,46,Yes,1941.98,11,8,6,34.95658971,6,4,Standard,30.66666667,Poor
28,46,Yes,1941.98,11,8,6,35.07870612,6,7,Standard,0,Poor
28,49,Yes,1941.98,0,8,6,28.12561532,6,10,Bad,6.166666667,Poor
8,13,Yes,1942,4,19,3,37.76936695,5,6,Standard,10.08333333,Standard
8,11,Yes,1942,4,17,3,27.92722319,5,8,Bad,5.166666667,Standard
8,13,Yes,1942,4,16,3,31.77290224,5,5,Bad,7.916666667,Standard
8,13,Yes,1942,16,16,3,26.33958625,5,9,Bad,13.83333333,Standard
8,13,Yes,1942,4,14,0,27.21830227,5,8,Bad,11.66666667,Standard
8,13,Yes,1942,4,19,3,27.90116872,5,6,Bad,8.5,Standard
8,13,Yes,1942,4,13,3,37.98904525,5,5,Standard,6.416666667,Standard
24,13,Yes,1942.4,10,15,6,25.26513637,6,7,Standard,12,Poor
24,13,NM,1942.4,10,16,6,26.06299657,6,9,Bad,0.5,Poor
24,12,NM,1942.4,10,15,6,30.42782392,6,8,Bad,7.916666667,Standard
24,12,Yes,1942.4,10,14,6,30.17829933,6,7,Bad,10.75,Poor
24,12,Yes,1942.4,12,14,6,28.83306706,6,5,Bad,0.5,Poor
24,12,Yes,1942.4,12,13,6,39.53639558,6,8,Bad,7.25,Poor
24,12,Yes,1942.4,12,15,6,35.87314188,6,8,Bad,5.75,Poor
24,12,Yes,1942.4,12,15,6,38.606387,6,7,Bad,4,Poor
21,8,Yes,1943.08,7,23,4,27.41103701,6,10,Standard,0,Poor
21,11,Yes,1943.08,7,20,4,32.14962877,6,9,Bad,20.08333333,Poor
21,14,NM,1943.08,8,20,4,36.69684903,6,5,Standard,0,Poor
21,11,NM,1943.08,8,20,4,30.59735474,6,10,Bad,0,Poor
21,11,Yes,1943.08,8,20,4,34.60576727,6,9,Bad,8.833333333,Poor
21,10,Yes,1943.08,8,20,4,34.94153059,6,6,Bad,7.416666667,Poor
21,14,Yes,1943.08,0,20,4,25.32867192,6,9,Bad,16.16666667,Poor
21,11,Yes,1943.08,8,19,4,30.55483299,6,8,Bad,5.75,Standard
22,14,Yes,1943.21,10,18,3,28.86349429,9,5,Bad,14.25,Poor
22,16,Yes,1943.21,10,18,3,36.88454032,9,9,Bad,0.333333333,Poor
22,16,Yes,1943.21,10,20,3,28.43074151,9,7,Standard,26,Standard
22,16,Yes,1943.21,10,20,3,37.16412719,9,5,Standard,14.75,Poor
22,19,Yes,1943.21,12,17,3,33.1900851,9,6,Good,8.166666667,Standard
22,18,Yes,1943.21,12,20,3,37.5610687,9,6,Standard,0,Poor
22,15,Yes,1943.21,12,20,3,24.60541963,9,8,Bad,9.75,Poor
24,60,Yes,1945.03,12,24,3,39.96685852,10,6,Good,27.25,Poor
24,59,Yes,1945.03,12,25,3,29.49764753,10,5,Standard,12.25,Poor
24,60,Yes,1945.03,12,23,3,33.97325222,10,7,Standard,16.58333333,Poor
24,57,Yes,1945.03,16,25,3,30.91299154,10,5,Standard,28.08333333,Poor
24,60,Yes,1945.03,16,25,3,36.16336282,10,7,Standard,27.41666667,Standard
24,59,NM,1945.03,16,25,3,40.41455397,10,5,Standard,15.5,Standard
18,6,Yes,1945.67,10,11,2,36.60445838,8,6,Good,28.91666667,Poor
18,7,Yes,1945.67,10,11,2,38.91921772,8,6,Standard,6.583333333,Poor
18,6,Yes,1945.67,10,11,2,27.26667575,8,4,Standard,28,Poor
18,6,Yes,1945.67,10,11,2,28.11797087,8,7,Good,22.08333333,Standard
18,6,Yes,1945.67,10,11,2,34.65280037,8,5,Standard,17.16666667,Standard
18,6,Yes,1945.67,10,11,2,33.26528695,8,7,Standard,17.75,Standard
18,6,Yes,1945.67,14,11,2,27.65670245,8,4,Standard,19.5,Standard
33,26,Yes,1945.68,12,20,8,24.45758695,7,10,Standard,18.25,Poor
33,26,Yes,1945.68,12,20,8,27.94760043,7,5,Bad,10.41666667,Poor
33,26,Yes,1945.68,12,20,8,35.60892967,7,6,Bad,9.083333333,Poor
33,26,Yes,1945.68,12,20,8,31.74442994,7,7,Bad,17.66666667,Poor
33,26,Yes,1945.68,12,20,8,27.65016839,7,8,Bad,13.16666667,Poor
33,26,Yes,1945.68,0,20,8,25.39655763,7,9,Standard,6.75,Poor
33,26,Yes,1945.68,12,18,8,32.49462723,7,8,Standard,13.41666667,Poor
33,26,Yes,1945.68,12,20,8,27.369003,7,7,Bad,20,Poor
28,18,NM,1946.81,6,13,7,30.54012261,3,6,Standard,0,Poor
28,18,Yes,1946.81,6,14,7,26.87870489,10,10,Bad,12.75,Poor
28,19,Yes,1946.81,6,13,7,30.30048777,3,7,Bad,12.75,Poor
28,18,NM,1946.81,6,13,7,25.36270233,3,10,Bad,6.333333333,Poor
28,18,Yes,1946.81,6,13,7,28.91813963,3,6,Good,29.5,Poor
28,22,Yes,1946.81,6,13,7,23.89877638,3,6,Bad,11.41666667,Poor
28,16,NM,1946.81,6,0,7,37.48540101,3,10,Bad,5.75,Poor
28,18,Yes,1946.81,6,13,7,35.57720249,3,7,Bad,16.16666667,Poor
26,31,Yes,1948.2,9,16,6,34.92373962,7,5,Standard,29.41666667,Poor
26,31,Yes,1948.2,9,17,6,37.26156132,7,5,Good,20.83333333,Poor
26,31,Yes,1948.2,14,16,6,24.87254443,7,7,Standard,26.66666667,Poor
26,30,Yes,1948.2,14,15,6,37.58440155,7,5,Good,16.75,Poor
26,31,Yes,1948.2,14,16,6,30.32234835,7,3,Standard,0,Poor
26,31,Yes,1948.2,14,16,6,32.06835655,7,4,Good,0,Standard
26,30,Yes,1948.2,14,18,6,22.47028712,7,5,Good,33,Poor
25,25,Yes,1948.88,9,9,0,32.73588288,5,6,Bad,15.41666667,Poor
25,25,Yes,1948.88,9,10,7,31.72838991,5,9,Bad,7,Poor
25,25,Yes,1948.88,9,8,7,32.06398645,5,6,Bad,15.5,Poor
25,24,NM,1948.88,9,8,7,32.89422988,5,8,Bad,11.83333333,Poor
25,29,Yes,1948.88,9,8,7,32.32079038,5,5,Standard,10.91666667,Poor
25,25,Yes,1948.88,9,8,7,39.0164786,5,10,Bad,13.33333333,Poor
25,25,Yes,1948.88,9,0,7,36.73048094,5,6,Standard,0,Poor
25,25,NM,1948.88,9,8,7,32.31727063,5,5,Bad,18.5,Poor
28,16,Yes,1948.98,8,16,7,31.59191193,8,5,Standard,8.166666667,Poor
28,16,NM,1948.98,8,16,0,38.63864716,8,7,Bad,6.75,Standard
28,18,Yes,1948.98,8,15,7,30.58354355,8,8,Bad,16.41666667,Poor
28,16,Yes,1948.98,8,18,7,34.33444227,8,6,Standard,13.16666667,Poor
28,16,Yes,1948.98,8,16,7,31.14877143,8,5,Standard,15.58333333,Poor
28,16,Yes,1948.98,8,19,7,32.62382858,8,9,Bad,7.416666667,Standard
28,16,Yes,1948.98,8,15,7,34.56199095,8,5,Bad,5.416666667,Standard
28,16,Yes,1948.98,13,16,7,23.52373498,8,10,Bad,11.91666667,Poor
23,20,Yes,1948.98,9,9,3,29.24676416,7,4,Standard,19.41666667,Poor
23,15,Yes,1948.98,9,9,3,33.58120596,7,7,Bad,3.583333333,Poor
23,20,Yes,1948.98,9,9,3,27.14382704,7,4,Standard,8.583333333,Standard
23,20,NM,1948.98,11,9,3,27.86654221,7,8,Bad,0,Standard
23,19,Yes,1948.98,11,0,3,26.31058455,7,6,Standard,14.16666667,Standard
23,20,Yes,1948.98,11,10,3,28.05104633,7,6,Bad,5.916666667,Standard
23,20,Yes,1948.98,11,9,3,38.12698813,7,6,Standard,8.5,Standard
13,8,Yes,1948.99,4,13,7,23.7097085,6,3,Standard,26,Standard
13,13,Yes,1948.99,4,14,7,30.18974276,6,4,Standard,18.41666667,Standard
13,8,Yes,1948.99,4,16,7,25.18540987,6,5,Standard,20.33333333,Standard
13,8,Yes,1948.99,4,13,7,36.94652097,6,6,Standard,30.66666667,Standard
13,8,Yes,1948.99,4,13,9,31.41872158,6,4,Good,0,Standard
13,12,Yes,1948.99,4,10,7,38.50398169,6,6,Standard,30.5,Standard
13,8,NM,1948.99,4,13,7,37.16672213,6,2,Good,20.08333333,Standard
13,8,Yes,1948.99,4,13,7,36.56822883,6,5,Standard,18.66666667,Standard
30,52,Yes,1949.73,6,11,0,38.40291326,7,9,Bad,0.25,Standard
30,52,Yes,1949.73,6,14,6,40.85806696,7,4,Standard,21.83333333,Poor
30,52,Yes,1949.73,6,11,6,31.83466554,7,5,Standard,16.58333333,Poor
30,52,Yes,1949.73,6,14,6,23.44301894,7,6,Standard,16.75,Poor
30,52,Yes,1949.73,6,11,6,22.337179,7,6,Standard,18.66666667,Poor
30,52,Yes,1949.73,6,14,6,37.41474687,7,5,Standard,6.916666667,Poor
30,57,Yes,1949.73,6,11,9,37.50734294,10,6,Standard,17.25,Poor
20,38,Yes,1950,12,19,3,34.79254734,9,5,Standard,26.16666667,Poor
20,38,Yes,1950,12,18,3,36.25820636,9,8,Bad,13.91666667,Poor
20,38,Yes,1950,16,21,3,31.93131506,8,5,Bad,4.166666667,Standard
20,36,Yes,1950,12,21,3,40.39637737,8,10,Bad,18.83333333,Poor
20,38,Yes,1950,13,21,3,24.55757011,8,9,Standard,7.75,Poor
20,38,NM,1950,13,21,3,26.24959303,8,7,Standard,22,Standard
20,38,Yes,1950,13,21,3,26.19166029,8,6,Standard,26.16666667,Poor
20,38,Yes,1950,13,21,3,27.47645712,8,5,Standard,7.666666667,Poor
31,18,Yes,1950.21,12,19,6,34.19756611,7,6,Standard,14.41666667,Poor
31,18,Yes,1950.21,12,19,6,24.33821261,7,4,Standard,17.41666667,Poor
31,18,Yes,1950.21,16,19,6,25.01265714,7,4,Standard,10,Poor
31,18,Yes,1950.21,12,19,6,34.55071269,7,6,Standard,20.33333333,Poor
31,18,NM,1950.21,15,19,6,40.59651502,7,5,Standard,27.91666667,Poor
31,23,Yes,1950.21,15,17,6,38.16092666,7,3,Standard,20.08333333,Standard
18,35,Yes,1950.62,12,23,3,38.3957798,10,10,Bad,11.41666667,Poor
18,35,Yes,1950.62,12,20,3,30.76603966,10,6,Bad,10.83333333,Poor
18,35,Yes,1950.62,12,20,3,34.54141617,10,5,Bad,0.333333333,Poor
18,30,Yes,1950.62,12,23,3,23.34722076,10,3,Standard,11.66666667,Poor
18,39,Yes,1950.62,12,21,3,25.19202672,10,6,Bad,8.583333333,Poor
18,35,Yes,1950.62,12,24,3,31.13055404,10,8,Bad,11.75,Poor
18,35,Yes,1950.62,12,23,3,26.20491052,10,9,Bad,9.416666667,Standard
18,33,Yes,1950.62,12,23,3,38.82361943,10,7,Bad,0,Poor
9,21,NM,1951.58,8,14,2,38.80762781,5,4,Standard,10.91666667,Standard
9,21,Yes,1951.58,8,14,2,40.54128691,5,4,Standard,25.58333333,Standard
9,21,Yes,1951.58,8,0,2,26.27031143,5,3,Standard,16.41666667,Standard
9,21,Yes,1951.58,8,14,2,35.07223022,5,7,Bad,29.83333333,Standard
9,19,Yes,1951.58,8,14,2,24.91272939,5,4,Standard,12.91666667,Standard
9,21,Yes,1951.58,10,14,2,23.94688048,5,7,Standard,20.08333333,Standard
9,21,NM,1951.58,10,14,2,39.27365022,5,7,Standard,0,Standard
26,56,Yes,1952.97,10,17,7,23.0658325,8,7,Standard,6.75,Standard
