Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Mortgage Loan,Not Specified,Personal Loan,Debt Consolidation Loan,Credit-Builder Loan,Payday Loan,Home Equity Loan,Auto Loan,Student Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
20.0,8037.285,0.0,5,3.0,29.0,5.0,,,1.0,1.0,1.0,,,1.0,1.0,22.0,15.0,13.66,11.0,,2571.36,34.98474651,8,Yes,19.03590965,70.22996956,LowspentSmallvaluepayments,293.2114958,Poor
20.0,8037.285,924.77375,5,3.0,29.0,5.0,,,1.0,1.0,1.0,,,1.0,1.0,21.0,15.0,13.66,11.0,Standard,2571.36,34.58848259,9,NM,19.03590965,74.25386944,,279.1875959,Standard
20.0,8037.285,924.77375,5,3.0,29.0,5.0,,,1.0,1.0,1.0,,,1.0,1.0,17.0,15.0,13.66,11.0,Standard,2571.36,29.05571461,9,Yes,19.03590965,92.87006639,LowspentSmallvaluepayments,270.571399,Poor
20.0,8037.285,924.77375,5,3.0,29.0,5.0,,,1.0,1.0,1.0,,,1.0,1.0,21.0,15.0,13.66,11.0,,2571.36,29.49782985,9,Yes,19.03590965,73.23969066,LowspentSmallvaluepayments,290.2017747,Poor
20.0,8037.285,924.77375,5,3.0,29.0,5.0,,,1.0,1.0,1.0,,,1.0,1.0,19.0,13.0,13.66,11.0,,2571.36,36.40151897,9,Yes,19.03590965,70.45083405,LowspentLargevaluepayments,272.9906313,Poor
20.0,8037.285,924.77375,5,3.0,29.0,5.0,,,1.0,1.0,1.0,,,1.0,1.0,21.0,15.0,13.66,11.0,,2571.36,29.9270457,9,Yes,19.03590965,62.49248242,LowspentSmallvaluepayments,300.9489829,Poor
41.0,19191.52,1872.293333,8,5.0,19.0,8.0,,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,42.0,20.0,17.9,9.0,Bad,2571.56,26.10655245,0,Yes,105.2776836,60.51850675,,281.4331429,Standard
14.0,19191.52,1872.293333,8,5.0,19.0,8.0,,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,40.0,17.0,17.9,9.0,Bad,2571.56,39.43657856,0,Yes,105.2776836,26.85051489,HighspentLargevaluepayments,295.1011348,Standard
41.0,19191.52,1872.293333,8,5.0,19.0,8.0,,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,40.0,20.0,17.9,9.0,Bad,2571.56,29.34609695,1,Yes,105.2776836,109.3439118,HighspentSmallvaluepayments,232.6077379,Standard
41.0,19191.52,1872.293333,8,5.0,19.0,8.0,,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,40.0,20.0,23.9,9.0,Bad,2571.56,27.26113007,1,NM,105.2776836,216.8083744,LowspentSmallvaluepayments,155.1432753,Standard
14.0,12423868.0,1872.293333,8,5.0,19.0,8.0,,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,35.0,19.0,17.9,9.0,Bad,2571.56,34.29035977,1,NM,105.2776836,130.3336047,,211.618045,Standard
41.0,19191.52,1872.293333,8,5.0,19.0,8.0,,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,40.0,20.0,17.9,13.0,Bad,2571.56,28.12090401,1,Yes,105.2776836,80.37471947,LowspentLargevaluepayments,271.5769302,Standard
41.0,19191.52,1872.293333,8,5.0,19.0,8.0,,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,36.0,22.0,17.9,13.0,Bad,2571.56,22.7523805464,1,Yes,105.2776836,149.0380492,LowspentLargevaluepayments,202.9136005,Standard
41.0,19191.52,1872.293333,8,5.0,19.0,8.0,,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,39.0,0.0,17.9,13.0,,2571.56,25.09971567,1,Yes,105.2776836,153.4614268,LowspentLargevaluepayments,198.4902229,Standard
21.0,18002.31,1645.1925,5,6.0,33.0,3.0,1.0,,,,1.0,,,1.0,,13.0,11.0,17.7,11.0,,2571.8,36.06774416,19,Yes,40.68737019,37.61095765,HighspentMediumvaluepayments,336.2209222,Poor
21.0,18002.31,0.0,5,6.0,33.0,3.0,1.0,,,,1.0,,,1.0,,11.0,12.0,18.7,11.0,Standard,2571.8,39.12195181,19,Yes,40.68737019,41.36010245,HighspentLargevaluepayments,322.4717774,Poor
21.0,18002.31,1645.1925,5,6.0,33.0,3.0,1.0,,,,1.0,,,1.0,,13.0,14.0,18.7,11.0,,2571.8,40.26173802,19,Yes,40.68737019,24.19179673,HighspentMediumvaluepayments,349.6400831,Poor
21.0,18002.31,1645.1925,5,6.0,33.0,3.0,1.0,,,,1.0,,,1.0,,13.0,9.0,18.7,11.0,Standard,2571.8,25.25383924,19,Yes,40.68737019,16.33952585,HighspentLargevaluepayments,347.492354,Poor
21.0,18002.31,1645.1925,5,6.0,33.0,3.0,1.0,,,,1.0,,,1.0,,13.0,11.0,18.7,11.0,,2571.8,38.73051383,19,Yes,40.68737019,34.24755594,HighspentMediumvaluepayments,339.5843239,Poor
22.0,18002.31,1645.1925,5,6.0,33.0,3.0,1.0,,,,1.0,,,1.0,,13.0,11.0,19.7,11.0,Standard,2571.8,27.53609056,19,Yes,40.68737019,11.31306733,HighspentLargevaluepayments,352.5188125,Standard
22.0,18002.31,1645.1925,5,6.0,33.0,3.0,1.0,,,,1.0,,,1.0,,14.0,11.0,18.7,11.0,Standard,2571.8,29.0600261,0,Yes,40.68737019,143.8281132,LowspentSmallvaluepayments,270.0037666,Poor
22.0,18002.31,1645.1925,5,6.0,33.0,3.0,1.0,,,,1.0,,,1.0,,13.0,11.0,12.7,12.0,Standard,2571.8,25.62855116,20,Yes,40.68737019,10000.0,HighspentMediumvaluepayments,310.9672241,Poor
39.0,32540.8,2816.733333,10,10.0,29.0,9.0,3.0,,,1.0,1.0,,1.0,2.0,1.0,32.0,25.0,16.54,0.0,,2571.84,30.93428929,5,Yes,138.500003,68.06887802,LowspentLargevaluepayments,345.1044523,Poor
39.0,32540.8,2816.733333,10,10.0,29.0,9.0,3.0,,,1.0,1.0,,1.0,2.0,1.0,32.0,24.0,16.54,6.0,,2571.84,30.74131806,5,Yes,138.500003,328.9664106,LowspentSmallvaluepayments,104.2069198,Poor
39.0,32540.8,0.0,10,10.0,29.0,9.0,3.0,,,1.0,1.0,,1.0,2.0,1.0,36.0,25.0,16.54,6.0,Bad,2571.84,34.60025213,5,Yes,138.500003,74.32377571,HighspentMediumvaluepayments,318.8495546,Standard
40.0,32540.8,2816.733333,10,10.0,29.0,9.0,3.0,,,1.0,1.0,,1.0,2.0,1.0,32.0,25.0,16.54,6.0,Bad,2571.84,37.9774128,6,Yes,138.500003,62.77900714,HighspentMediumvaluepayments,330.3943232,Poor
40.0,32540.8,2816.733333,10,10.0,29.0,9.0,3.0,,,1.0,1.0,,1.0,2.0,1.0,32.0,25.0,16.54,6.0,Bad,2571.84,28.86493323,6,NM,5405.460000000196,43.21496308,HighspentLargevaluepayments,339.9583672,Poor
37.0,63259.8,5538.65,4,4.0,17.0,6.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,17.0,19.0,16.86,7.0,Standard,2572.3,31.21984555,17,Yes,263.0772079,361.1035405,LowspentSmallvaluepayments,219.6842516,Poor
37.0,63259.8,5538.65,4,4.0,17.0,6.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,17.0,19.0,16.86,7.0,Standard,2572.3,35.99856877,17,Yes,263.0772079,364.7231366,LowspentLargevaluepayments,196.0646555,Poor
37.0,63259.8,5538.65,4,4.0,17.0,6.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,17.0,19.0,16.86,7.0,Standard,2572.3,37.87916338,17,Yes,263.0772079,225.506678,HighspentMediumvaluepayments,315.2811141,Poor
37.0,17439741.0,5538.65,4,4.0,17.0,6.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,21.0,0.0,16.86,7.0,,2572.3,35.66020971,17,NM,263.0772079,250.9886242,LowspentSmallvaluepayments,329.7991679,Poor
37.0,63259.8,0.0,4,4.0,17.0,6.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,17.0,22.0,16.86,7.0,Standard,2572.3,27.94960282,17,Yes,263.0772079,0.0,HighspentMediumvaluepayments,469.8939927,Poor
38.0,63259.8,5538.65,4,4.0,17.0,6.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,17.0,19.0,16.86,7.0,Standard,2572.3,37.4754155,18,NM,263.0772079,218.6189037,HighspentSmallvaluepayments,332.1688884,Standard
43.0,43074.48,0.0,7,5.0,10.0,4.0,1.0,2.0,,,,,,,1.0,22.0,13.0,16.31,4.0,Standard,2572.44,30.92756652,15,Yes,121.3352524,74.7605831,HighspentMediumvaluepayments,385.4581645,Standard
43.0,43074.48,3315.54,7,5.0,10.0,4.0,1.0,2.0,,,,,,,1.0,18.0,10.0,16.31,4.0,Standard,2572.44,36.98519241,16,Yes,121.3352524,53.05265161,HighspentMediumvaluepayments,407.166096,Poor
43.0,43074.48,3315.54,7,5.0,10.0,4.0,1.0,2.0,,,,,,,1.0,21.0,10.0,16.31,4.0,Standard,2572.44,35.91580999,16,Yes,121.3352524,86.58904888,HighspentMediumvaluepayments,373.6296987,Poor
43.0,43074.48,3315.54,7,5.0,10.0,4.0,1.0,2.0,,,,,,,1.0,18.0,10.0,16.31,4.0,Standard,2572.44,37.48407635,16,Yes,121.3352524,181.0743138,LowspentSmallvaluepayments,319.1444338,Poor
43.0,43074.48,3315.54,7,5.0,10.0,4.0,1.0,2.0,,,,,,,1.0,13.0,10.0,16.31,4.0,Standard,2572.44,35.04331438,16,Yes,121.3352524,82.76751869,HighspentLargevaluepayments,367.4512289,Poor
43.0,43074.48,3315.54,7,5.0,10.0,4.0,1.0,2.0,,,,,,,1.0,18.0,7.0,16.31,4.0,Standard,2572.44,28.37550938,16,Yes,121.3352524,207.0948946,LowspentMediumvaluepayments,283.123853,Poor
44.0,43074.48,3315.54,7,5.0,10.0,4.0,1.0,2.0,,,,,,,1.0,15.0,10.0,16.31,4.0,Standard,2572.44,36.3844495,16,NM,121.3352524,168.9531026,HighspentSmallvaluepayments,301.265645,Poor
14.0,43074.48,3315.54,7,5.0,10.0,4.0,1.0,2.0,,,,,,,1.0,18.0,8.0,11.31,6.0,Standard,2572.44,30.82970836,16,Yes,121.3352524,291.598018,LowspentSmallvaluepayments,208.6207296,Poor
32.0,60330.12,4952.51,6,5.0,26.0,3.0,,1.0,,,,,1.0,1.0,,24.0,13.0,8.97,9.0,Standard,2572.66,30.53616045,0,NM,98.34791686,322.7023437,LowspentSmallvaluepayments,364.2007394,Poor
32.0,60330.12,4952.51,6,5.0,26.0,3.0,,1.0,,,,,1.0,1.0,,24.0,13.0,8.97,9.0,Standard,2572.66,29.45090627,18,Yes,98.34791686,105.764585,HighspentLargevaluepayments,531.1384982,Standard
32.0,60330.12,4952.51,6,5.0,26.0,3.0,,1.0,,,,,1.0,1.0,,24.0,10.0,9.97,9.0,Standard,2572.66,38.81035697,18,Yes,98.34791686,113.1083485,HighspentSmallvaluepayments,543.7947347,Poor
32.0,60330.12,4952.51,6,5.0,26.0,3.0,,1.0,,,,,1.0,1.0,,24.0,13.0,8.97,9.0,Standard,2572.66,29.03902254,18,Yes,98.34791686,245.0637916,,421.8392915,Poor
32.0,60330.12,0.0,6,5.0,26.0,3.0,,1.0,,,,,1.0,1.0,,25.0,12.0,8.97,9.0,Standard,2572.66,22.9165573,18,Yes,98.34791686,436.9440581,LowspentMediumvaluepayments,239.959025,Poor
32.0,60330.12,4952.51,6,5.0,26.0,3.0,,1.0,,,,,1.0,1.0,,24.0,13.0,10.97,14.0,Standard,2572.66,28.09083448,18,Yes,98.34791686,322.1750959,LowspentLargevaluepayments,344.7279872,Poor
32.0,60330.12,4952.51,6,5.0,26.0,3.0,,1.0,,,,,1.0,1.0,,24.0,13.0,8.97,14.0,,2572.66,32.84180928,18,Yes,98.34791686,71.50084412,HighspentMediumvaluepayments,575.402239,Poor
32.0,60330.12,0.0,6,5.0,26.0,3.0,,1.0,,,,,1.0,1.0,,26.0,13.0,8.97,14.0,,2572.66,37.07684201,18,Yes,98.34791686,493.4573217,LowspentSmallvaluepayments,193.4457614,Poor
37.0,8499.645,817.30375,8,7.0,20.0,8.0,,1.0,,,1.0,2.0,2.0,1.0,1.0,30.0,18.0,5.65,9.0,Bad,2573.1,25.25562167,15,Yes,34.70069003,35.44881206,LowspentMediumvaluepayments,291.5808729,Poor
37.0,8499.645,817.30375,8,7.0,20.0,8.0,,1.0,,,1.0,2.0,2.0,1.0,1.0,20.0,17.0,5.65,9.0,Bad,2573.1,24.71715282,0,Yes,34.70069003,41.55660874,LowspentMediumvaluepayments,285.4730762,Poor
37.0,8499.645,817.30375,8,7.0,20.0,8.0,,1.0,,,1.0,2.0,2.0,1.0,1.0,25.0,17.0,5.65,9.0,Bad,2573.1,23.31067184,15,Yes,34.70069003,97.3892379,,239.6404471,Poor
37.0,8499.645,817.30375,10,7.0,20.0,8.0,,1.0,,,1.0,2.0,2.0,1.0,1.0,25.0,14.0,5.65,9.0,,2573.1,34.3677903,15,NM,34.70069003,33.5692038,LowspentLargevaluepayments,283.4604812,Poor
37.0,8499.645,817.30375,8,7.0,20.0,8.0,,1.0,,,1.0,2.0,2.0,1.0,1.0,25.0,15.0,4.65,9.0,,2573.1,30.16986928,0,NM,34.70069003,34.16051541,LowspentSmallvaluepayments,302.8691696,Poor
38.0,8499.645,817.30375,8,7.0,20.0,8.0,,1.0,,,1.0,2.0,2.0,1.0,1.0,25.0,17.0,5.65,9.0,Bad,2573.1,31.70793596,0,Yes,34.70069003,39.27336296,HighspentSmallvaluepayments,267.756322,Poor
38.0,8499.645,817.30375,8,7.0,20.0,8.0,,1.0,,,1.0,2.0,2.0,1.0,1.0,25.0,17.0,5.65,9.0,Bad,2573.1,26.58085907,15,Yes,34.70069003,73.76480138,LowspentLargevaluepayments,243.2648836,Poor
38.0,8499.645,0.0,8,7.0,20.0,8.0,,1.0,,,1.0,2.0,2.0,1.0,1.0,30.0,17.0,5.65,9.0,Bad,2573.1,28.22101915,16,Yes,34.70069003,0.0,HighspentLargevaluepayments,279.6291051,Standard
21.0,7698.58,731.5483333,9,10.0,29.0,5.0,,,1.0,,1.0,1.0,1.0,1.0,,55.0,17.0,22.86,11.0,,2573.23,29.53673015,4,Yes,26.68874977,20.10983571,,286.3562479,Poor
21.0,7698.58,731.5483333,9,10.0,29.0,5.0,,,1.0,,1.0,1.0,1.0,1.0,,61.0,17.0,22.86,11.0,,2573.23,30.12950176,5,Yes,26.68874977,47.29199061,LowspentLargevaluepayments,269.174093,Standard
21.0,7698.58,731.5483333,9,10.0,29.0,5.0,,,1.0,,1.0,1.0,1.0,1.0,,59.0,16.0,22.86,12.0,Bad,2573.23,24.55263305,5,Yes,26.68874977,35.82656342,LowspentSmallvaluepayments,300.6395201,Standard
21.0,7698.58,731.5483333,9,10.0,29.0,5.0,,,1.0,,1.0,1.0,1.0,1.0,,59.0,15.0,21.86,12.0,,2573.23,32.63804451,5,NM,26.68874977,22.81751203,HighspentSmallvaluepayments,283.6485715,Poor
21.0,7698.58,731.5483333,9,10.0,29.0,5.0,,,1.0,,1.0,1.0,1.0,1.0,,59.0,18.0,22.86,12.0,Bad,2573.23,35.04807885,5,Yes,26.68874977,36.42370255,HighspentSmallvaluepayments,270.042381,Poor
21.0,7698.58,731.5483333,9,10.0,29.0,5.0,,,1.0,,1.0,1.0,1.0,1.0,,59.0,15.0,22.86,12.0,Bad,2573.23,37.09105175,5,Yes,26.68874977,29.82977951,LowspentSmallvaluepayments,306.6363041,Poor
22.0,7698.58,731.5483333,9,10.0,29.0,5.0,,,1.0,,1.0,1.0,1.0,1.0,,59.0,15.0,22.86,12.0,Bad,2573.23,30.79400624,5,Yes,26.68874977,46.90338856,HighspentSmallvaluepayments,259.562695,Poor
34.0,49128.9,0.0,8,3.0,29.0,6.0,,1.0,2.0,,,1.0,1.0,1.0,,11.0,12.0,9.88,7.0,,2574.1,38.09722503,13,Yes,169.5292211,151.1115145,LowspentLargevaluepayments,372.4667644,Poor
34.0,49128.9,4231.075,8,3.0,29.0,6.0,,1.0,2.0,,,1.0,1.0,1.0,,12.0,12.0,13.88,7.0,,2574.1,26.43902391,13,NM,169.5292211,71.27421655,HighspentMediumvaluepayments,432.3040624,Poor
34.0,49128.9,4231.075,8,3.0,29.0,6.0,,1.0,2.0,,,1.0,1.0,1.0,,9.0,12.0,13.88,7.0,Standard,2574.1,30.73627005,14,Yes,169.5292211,90.44132584,HighspentMediumvaluepayments,413.1369531,Standard
34.0,49128.9,4231.075,8,3.0,29.0,6.0,,1.0,2.0,,,1.0,1.0,1.0,,11.0,9.0,17.88,7.0,,2574.1,27.03557574,0,Yes,169.5292211,0.0,HighspentMediumvaluepayments,400.1297824,Poor
34.0,49128.9,4231.075,8,3.0,29.0,6.0,,1.0,2.0,,,1.0,1.0,1.0,,11.0,13.0,13.88,7.0,Standard,2574.1,39.46597087,14,Yes,169.5292211,71.74745135,HighspentMediumvaluepayments,431.8308276,Poor
34.0,49128.9,4231.075,8,3.0,29.0,6.0,,1.0,2.0,,,1.0,1.0,1.0,,11.0,12.0,13.88,7.0,Standard,2574.1,29.41581411,14,Yes,169.5292211,94.40828487,HighspentLargevaluepayments,399.1699941,Poor
35.0,49128.9,4231.075,8,3.0,29.0,6.0,,1.0,2.0,,,1.0,1.0,1.0,,11.0,0.0,18.88,7.0,Standard,2574.1,37.83616703,14,Yes,169.5292211,98.50778274,HighspentMediumvaluepayments,405.0704962,Standard
44.0,9637.635,663.13625,7,7.0,28.0,6.0,,,,,,4.0,1.0,1.0,,38.0,18.0,0.32,6.0,Bad,2574.11,36.63804027,9,NM,42.46995945,43.11935005,LowspentMediumvaluepayments,260.7243155,Poor
44.0,9637.635,663.13625,7,7.0,28.0,6.0,,,,,,4.0,1.0,1.0,,38.0,0.0,7.32,6.0,Bad,2574.11,36.15269755,9,Yes,42.46995945,80.4511547,LowspentSmallvaluepayments,233.3925108,Poor
44.0,9637.635,0.0,7,7.0,28.0,6.0,,,,,,4.0,1.0,1.0,,38.0,18.0,7.32,6.0,,2574.11,28.35865333,9,Yes,42.46995945,37.97692057,LowspentSmallvaluepayments,275.866745,Poor
44.0,9637.635,663.13625,7,7.0,28.0,6.0,,,,,,4.0,1.0,1.0,,38.0,18.0,5.32,6.0,Bad,2574.11,35.74684624,9,Yes,42.46995945,83.98446338,LowspentSmallvaluepayments,229.8592022,Poor
44.0,9637.635,663.13625,7,7.0,28.0,6.0,,,,,,4.0,1.0,1.0,,37.0,18.0,7.32,0.0,,2574.11,32.68964968,9,Yes,42.46995945,33.09394007,LowspentLargevaluepayments,260.7497255,Poor
44.0,9637.635,0.0,7,7.0,28.0,6.0,,,,,,4.0,1.0,1.0,,38.0,18.0,9.32,11.0,Bad,2574.11,34.77567528,9,Yes,42.46995945,48.41543181,LowspentLargevaluepayments,245.4282337,Standard
44.0,9637.635,663.13625,7,7.0,28.0,6.0,,,,,,4.0,1.0,1.0,,38.0,18.0,7.32,11.0,,2574.11,32.33741507,9,Yes,42.46995945,29.56939028,LowspentSmallvaluepayments,284.2742753,Standard
44.0,9637.635,663.13625,7,7.0,28.0,6.0,,,,,,4.0,1.0,1.0,,40.0,18.0,1.32,11.0,Bad,2574.11,29.17950005,9,Yes,42.46995945,62.95142194,LowspentSmallvaluepayments,250.8922436,Poor
36.0,18618.23,1654.519167,5,5.0,16.0,4.0,1.0,,,,1.0,1.0,,1.0,,5.0,13.0,8.88,7.0,Standard,2574.41,36.18344759,17,Yes,55.72718523,153.4816076,LowspentMediumvaluepayments,236.2431238,Poor
36.0,18618.23,0.0,5,5.0,16.0,4.0,1.0,,,,1.0,1.0,,1.0,,10.0,0.0,8.88,7.0,Standard,2574.41,35.10813249,17,Yes,55.72718523,18.43220228,HighspentLargevaluepayments,331.2925292,Poor
36.0,18618.23,1654.519167,5,5.0,16.0,4.0,1.0,,,,1.0,1.0,,1.0,,8.0,10.0,8.88,7.0,,2574.41,39.95106495,17,Yes,55.72718523,17.07375368,HighspentLargevaluepayments,332.6509778,Poor
37.0,18618.23,1654.519167,5,5.0,16.0,4.0,1.0,,,,1.0,1.0,,1.0,,12.0,10.0,8.88,7.0,Standard,2574.41,32.90889909,18,Yes,55.72718523,93.07902993,LowspentLargevaluepayments,286.6457015,Poor
37.0,18618.23,1654.519167,5,5.0,16.0,4.0,1.0,,,,1.0,1.0,,1.0,,10.0,12.0,8.88,7.0,Standard,2574.41,27.31095278,18,Yes,55.72718523,128.5547435,LowspentSmallvaluepayments,271.169988,Poor
37.0,18618.23,1654.519167,5,5.0,16.0,4.0,1.0,,,,1.0,1.0,,1.0,,10.0,8.0,8.88,7.0,Standard,2574.41,25.29683515,18,Yes,55.72718523,51.22853779,HighspentMediumvaluepayments,308.4961936,Standard
37.0,18618.23,0.0,5,5.0,16.0,4.0,1.0,,,,1.0,1.0,,1.0,,10.0,9.0,8.88,7.0,Standard,2574.41,27.6942174,18,Yes,55.72718523,87.09017284,LowspentLargevaluepayments,292.6345586,Poor
43.0,31081.62,2305.135,7,7.0,22.0,9.0,,1.0,1.0,2.0,1.0,2.0,1.0,,1.0,52.0,23.0,18.14,12.0,,2574.54,23.45339638,12,Yes,230.8309149,234.0582403,LowspentMediumvaluepayments,45.62434484,Standard
43.0,31081.62,2305.135,7,7.0,22.0,9.0,,1.0,1.0,2.0,1.0,2.0,1.0,,1.0,49.0,23.0,18.14,12.0,,2574.54,22.7523805464,13,Yes,230.8309149,290.4000463,LowspentSmallvaluepayments,,Standard
43.0,31081.62,2305.135,7,7.0,22.0,9.0,,1.0,1.0,2.0,1.0,2.0,1.0,,1.0,49.0,25.0,18.14,12.0,Bad,2574.54,33.27620072,0,Yes,230.8309149,40.12992678,HighspentMediumvaluepayments,209.5526583,Standard
43.0,31081.62,2305.135,7,7.0,22.0,9.0,,1.0,1.0,2.0,1.0,2.0,1.0,,1.0,49.0,23.0,18.14,12.0,Bad,2574.54,22.7523805464,13,NM,230.8309149,54.10389268,HighspentMediumvaluepayments,195.5786924,Standard
43.0,31081.62,2305.135,7,7.0,22.0,9.0,,1.0,1.0,2.0,1.0,2.0,1.0,,1.0,49.0,23.0,18.14,12.0,,2574.54,39.16381353,13,NM,230.8309149,101.1076602,LowspentLargevaluepayments,168.5749249,Standard
44.0,31081.62,2305.135,7,7.0,22.0,0.0,,1.0,1.0,2.0,1.0,2.0,1.0,,1.0,52.0,25.0,18.14,12.0,Bad,2574.54,24.1719845,13,Yes,230.8309149,205.3365465,LowspentSmallvaluepayments,84.34603858,Standard
44.0,31081.62,2305.135,7,7.0,22.0,9.0,,1.0,1.0,2.0,1.0,2.0,1.0,,1.0,51.0,21.0,18.14,12.0,Bad,2574.54,35.0060168,13,Yes,230.8309149,70.91612193,LowspentLargevaluepayments,198.7664632,Standard
44.0,31081.62,0.0,7,7.0,22.0,9.0,,1.0,1.0,2.0,1.0,2.0,1.0,,1.0,49.0,23.0,0.0,12.0,,2574.54,33.95522501,13,Yes,230.8309149,231.4543185,LowspentSmallvaluepayments,58.2282666,Standard
34.0,19424.31,1689.6925,7,5.0,33.0,7.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,22.0,24.0,28.77,7.0,,2574.63,33.76830632,1,Yes,103.3186275,69.22043558,HighspentMediumvaluepayments,246.430187,Standard
34.0,19424.31,1689.6925,7,5.0,33.0,7.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,22.0,22.0,28.77,7.0,Bad,2574.63,32.55525409,1,Yes,103.3186275,0.0,HighspentSmallvaluepayments,266.9184086,Standard
35.0,19424.31,1689.6925,7,5.0,33.0,7.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,22.0,21.0,28.77,7.0,,2574.63,31.70940009,1,Yes,103.3186275,61.24069923,HighspentMediumvaluepayments,254.4099233,Standard
35.0,19424.31,0.0,7,5.0,33.0,7.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,22.0,22.0,24.16,11.0,Bad,2574.63,24.13163365,1,Yes,103.3186275,133.8641372,LowspentLargevaluepayments,201.7864853,Standard
35.0,19424.31,1689.6925,7,5.0,33.0,7.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,22.0,22.0,24.16,11.0,Bad,2574.63,29.17893383,0,Yes,103.3186275,217.551501,LowspentSmallvaluepayments,138.0991215,Standard
35.0,19424.31,1689.6925,7,5.0,33.0,7.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,22.0,21.0,28.77,11.0,Bad,2574.63,29.20265016,1,Yes,103.3186275,89.52008628,LowspentSmallvaluepayments,266.1305363,Poor
35.0,19424.31,1689.6925,7,5.0,33.0,7.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,19.0,21.0,28.77,11.0,Bad,2574.63,24.91911186,1,Yes,103.3186275,181.1910841,LowspentSmallvaluepayments,174.4595385,Poor
14.0,48776.85,4077.7375,10,5.0,30.0,4.0,1.0,1.0,1.0,,,,,1.0,,61.0,25.0,0.56,12.0,,2574.82,25.13842828,6,Yes,135.329769,241.4859868,LowspentSmallvaluepayments,320.9579942,Poor
18.0,48776.85,4077.7375,10,5.0,30.0,4.0,1.0,1.0,1.0,,,,,1.0,,61.0,25.0,0.56,12.0,,2574.82,34.31694593,6,Yes,135.329769,49.8751796,HighspentLargevaluepayments,462.5688014,Poor
18.0,48776.85,4077.7375,10,5.0,30.0,4.0,1.0,1.0,1.0,,,,,1.0,,61.0,25.0,0.56,12.0,Bad,2574.82,31.95832549,6,Yes,135.329769,300.4534538,LowspentMediumvaluepayments,251.9905272,Poor
18.0,48776.85,4077.7375,10,5.0,30.0,4.0,1.0,1.0,1.0,,,,,1.0,,61.0,25.0,0.56,13.0,Bad,2574.82,35.74715706,6,Yes,135.329769,33.12447881,,479.3195022,Poor
19.0,48776.85,4077.7375,10,5.0,30.0,4.0,1.0,1.0,1.0,,,,,1.0,,61.0,23.0,0.56,13.0,,2574.82,30.05685229,6,Yes,135.329769,317.0626254,LowspentMediumvaluepayments,235.3813556,Poor
19.0,48776.85,4077.7375,10,5.0,30.0,4.0,1.0,1.0,1.0,,,,,1.0,,61.0,25.0,0.56,13.0,Bad,2574.82,31.14626066,6,Yes,135.329769,524.1289114,LowspentSmallvaluepayments,38.31506955,Standard
19.0,48776.85,4077.7375,10,5.0,30.0,4.0,1.0,1.0,1.0,,,,,1.0,,61.0,0.0,0.56,13.0,Bad,2574.82,39.13433828,7,Yes,135.329769,541.0061354,LowspentSmallvaluepayments,21.43784564,Poor
28.0,17116.42,1590.368333,8,6.0,22.0,7.0,1.0,1.0,1.0,2.0,1.0,,,,1.0,37.0,17.0,3.64,10.0,Bad,2574.89,37.11394146,18,Yes,89.7506862,10000.0,LowspentSmallvaluepayments,170.3742623,Standard
28.0,17116.42,1590.368333,8,6.0,22.0,7.0,1.0,1.0,1.0,2.0,1.0,,,,1.0,37.0,22.0,3.64,10.0,Bad,2574.89,35.90876073,18,Yes,89.7506862,58.36635517,LowspentSmallvaluepayments,300.919792,Poor
28.0,17116.42,1590.368333,8,6.0,22.0,7.0,1.0,1.0,1.0,2.0,1.0,,,,1.0,37.0,18.0,3.64,15.0,Bad,2574.89,32.47580889,18,Yes,89.7506862,114.0488689,LowspentMediumvaluepayments,235.2372782,Poor
28.0,17116.42,0.0,8,6.0,22.0,7.0,1.0,1.0,1.0,2.0,1.0,,,,1.0,37.0,21.0,3.64,15.0,Bad,2574.89,24.59384579,18,Yes,89.7506862,0.0,,206.7510504,Poor
